name,price,availability,source_url,category,id,currency,image_url,scraped_at,rating
The Swords of Ditto: Mormo's Curse,70.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1734,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Serious Sam's Bogus Detour,83.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1735,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Atelier Shallie: Alchemists of the Dusk Sea,77.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1736,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
The Lost Chronicles of Zerzura,68.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1737,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Nancy Drew: Warnings at Waverly Academy,69.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1738,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Race Driver: Create & Race,70.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1739,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Overlord,83.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1740,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Mega Man ZX,89.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1741,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Battalion Wars,86.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1742,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Super Mario Strikers,86.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1743,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Mario Superstar Baseball,84.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1744,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,78.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1745,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",76.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1746,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Order Up!,85.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1747,EUR,/assets/action.svg,2025-12-17 11:41:57,
Din's Curse,76.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1748,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Hyrule Warriors,83.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1749,EUR,/assets/action.svg,2025-12-17 11:41:57,
Wraith: The Oblivion - Afterlife,78.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1750,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
ShootMania Storm,73.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1751,EUR,/assets/action.svg,2025-12-17 11:41:57,
Post Void,78.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1752,EUR,/assets/action.svg,2025-12-17 11:41:57,
Utawarerumono: Prelude to the Fallen,59.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1753,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Feudal Alloy,74.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1754,EUR,/assets/action.svg,2025-12-17 11:41:57,
Aggressors: Ancient Rome,82.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1755,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Crawl,65.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1756,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
The Magic Circle: Gold Edition,71.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1757,EUR,/assets/adventure.svg,2025-12-17 11:41:57,
DISTRAINT,75.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1758,EUR,/assets/adventure.svg,2025-12-17 11:41:57,
Sayonara UmiharaKawase +,82.99,In Stock,https://sandbox.oxylabs.io/products?page=55,,1759,EUR,/assets/action.svg,2025-12-17 11:41:57,
Digimon Story Cyber Sleuth: Complete Edition,65.99,Out of Stock,https://sandbox.oxylabs.io/products?page=55,,1760,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Payday: The Heist,77.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1761,EUR,/assets/action.svg,2025-12-17 11:41:57,
Snoopy vs. the Red Baron,82.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1762,EUR,/assets/action-adventure.svg,2025-12-17 11:41:57,
Paper Mario: Color Splash,71.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1763,EUR,/assets/role-playing.svg,2025-12-17 11:41:57,
The Wild At Heart,73.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1764,EUR,/assets/adventure.svg,2025-12-17 11:41:57,
Everybody's Gone to the Rapture,54.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1765,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Phantom Brave: We Meet Again,82.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1766,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Midtown Madness 3,82.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1767,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Grand Prix Challenge,83.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1768,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Summoner 2,84.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1769,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
SingStar Amped,76.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1770,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Artifact,22.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1771,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Diablo III: Rise of the Necromancer,46.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1772,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Wii Sports,81.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1773,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
The Sims 2: Nightlife,68.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1774,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Konami Classics Series: Arcade Hits,76.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1775,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Nobunaga's Ambition: Iron Triangle,83.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1776,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Scene It? Box Office Smash,74.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1777,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Langrisser I & II,76.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1778,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Worms,76.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1779,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Suikoden V,87.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1780,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Demigod,77.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1781,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
The Sims 4: Paranormal Stuff Pack,76.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1782,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
The Jackbox Party Pack 7,75.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1783,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Amnesia Collection,82.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1784,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
XType Plus,82.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1785,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Pokemon Emerald Version,89.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1786,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Tales of Hearts R,81.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1787,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
1000 Tiny Claws,63.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1788,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Heavy Rain Chronicles Episode 1: The Taxidermist,77.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1789,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Seasons After Fall,71.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1790,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Xuan-Yuan Sword 7,70.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1791,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Descenders,48.99,In Stock,https://sandbox.oxylabs.io/products?page=56,,1792,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Defector,39.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1793,EUR,/assets/action-adventure.svg,2025-12-17 11:41:57,
Sly Cooper: Thieves in Time,79.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1794,EUR,/assets/action-adventure.svg,2025-12-17 11:41:57,
NCAA Basketball 10,77.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1795,EUR,/assets/sports.svg,2025-12-17 11:41:57,
Baten Kaitos Origins,85.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1796,EUR,/assets/role-playing.svg,2025-12-17 11:41:57,
The Persistence,51.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1797,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Deus Ex: Mankind Divided - System Rift,64.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1798,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Back to the Future: The Game - Episode V: OUTATIME,71.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1799,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Sam & Max Save the World Remastered,43.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1800,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Hakuoki: Edo Blossoms,68.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1801,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Speed Racer,74.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1802,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Road 96,81.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1803,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Actual Sunlight,63.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1804,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Resident Evil: The Darkside Chronicles,78.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1805,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Naruto: Ultimate Ninja,76.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1806,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Chicken Run,69.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1807,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
A Rose in the Twilight,79.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1808,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Dreamfall: The Longest Journey,85.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1809,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
TrackMania DS,72.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1810,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Deemo Reborn,76.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1811,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Ace Combat X: Skies of Deception,84.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1812,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Battle of Britain II: Wings of Victory,40.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1813,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Battlezone 98 Redux,87.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1814,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Dementium II,85.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1815,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Shin Megami Tensei: Persona 2 - Innocent Sin,52.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1816,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Blitzkrieg 2,72.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1817,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
One Piece: Pirate Warriors 4,77.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1818,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Cattails,72.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1819,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Sonic & Sega All-Stars Racing with Banjo-Kazooie,77.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1820,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Angry Video Game Nerd I & II Deluxe,78.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1821,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Infinite Space,82.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1822,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Labyrinth City: Pierre the Maze Detective,75.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1823,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
F.E.A.R. Extraction Point,75.99,In Stock,https://sandbox.oxylabs.io/products?page=57,,1824,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:57,
Evil Genius,83.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1825,EUR,/assets/strategy.svg,2025-12-17 11:41:59,
Digimon Story Cyber Sleuth,81.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1826,EUR,/assets/role-playing.svg,2025-12-17 11:41:59,
Norn9: Var Commons,72.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1827,EUR,/assets/adventure.svg,2025-12-17 11:41:59,
Noby Noby Boy,71.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1828,EUR,/assets/action.svg,2025-12-17 11:41:59,
Tempest 4000,53.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1829,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Shardlight,68.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1830,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Naruto: Ultimate Ninja 3,86.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1831,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
LUNA The Shadow Dust,70.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1832,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
.hack//Infection Part 1,83.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1833,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Sonic Mega Collection,86.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1834,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Jackie Chan Adventures,80.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1835,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Indiana Jones and the Infernal Machine,80.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1836,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Jazzpunk,77.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1837,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Gran Turismo Sport,61.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1838,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
MIND: Path to Thalamus,69.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1839,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Etrian Odyssey,85.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1840,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Field of Glory II: Medieval,73.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1841,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Atom Zombie Smasher,71.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1842,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Left 4 Dead 2: The Passing,75.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1843,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Blade Strangers,79.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1844,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Stikbold! A Dodgeball Adventure,70.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1845,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Atelier Sophie: The Alchemist of the Mysterious Book,78.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1846,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Inazuma Eleven Go: Shadow,72.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1847,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:41:59,
Yooka-Laylee,74.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1848,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:42:00,
Dance Dance Revolution Ultramix 3,86.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1849,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:42:00,
Zubo,76.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1850,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:42:00,
The House of the Dead: Overkill - Extended Cut,74.99,In Stock,https://sandbox.oxylabs.io/products?page=58,,1851,EUR,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2025-12-17 11:42:00,
